2023-12-27 10:14:36,Type2,bicycles
2023-12-27 10:14:40,Type2,motorcycles
2023-12-27 10:14:41,Type2,motorcycles
2023-12-27 10:14:43,Type2,traffic lights
2023-12-27 10:14:47,Type2,fire hydrants
2023-12-27 10:14:48,Type2,fire hydrants
2023-12-27 10:14:53,Type2,traffic lights
2023-12-27 10:14:57,Type2,traffic lights
2023-12-27 10:14:58,Type2,traffic lights
2023-12-27 10:15:03,Type2,motorcycles
2023-12-27 10:15:09,Type2,traffic lights
2023-12-27 10:15:09,Type2,traffic lights
2023-12-27 10:15:10,Type2,traffic lights
2023-12-27 10:15:12,Type2,buses
2023-12-27 10:15:13,Type2,buses
2023-12-27 10:15:16,Type2,bicycles
2023-12-27 10:15:19,Type2,motorcycles
2023-12-27 10:15:20,Type2,motorcycles
2023-12-27 10:15:25,Type2,buses
2023-12-27 10:15:31,Type2,traffic lights
2023-12-27 10:15:32,Type2,traffic lights
2023-12-27 10:15:36,Type2,traffic lights
2023-12-27 10:15:45,SOLVED,captcha solved
