2023-12-27 10:56:56,Type2,motorcycles
2023-12-27 10:57:03,Type2,bicycles
2023-12-27 10:57:04,Type2,bicycles
2023-12-27 10:57:04,Type2,motorcycles
2023-12-27 10:57:08,Type2,crosswalks
2023-12-27 10:57:09,Type2,crosswalks
2023-12-27 10:57:09,Type2,traffic lights
2023-12-27 10:57:14,Type2,motorcycles
2023-12-27 10:57:15,Type2,motorcycles
2023-12-27 10:57:20,Type2,buses
2023-12-27 10:57:25,Type2,bicycles
2023-12-27 10:57:26,Type2,bicycles
2023-12-27 10:57:29,Type2,fire hydrants
2023-12-27 10:57:32,Type2,bicycles
2023-12-27 10:57:33,Type2,bicycles
2023-12-27 10:57:33,Type2,stairs
2023-12-27 10:57:34,Type2,motorcycles
2023-12-27 10:57:35,Type2,motorcycles
2023-12-27 10:57:35,Type2,stairs
2023-12-27 10:57:36,Type2,motorcycles
2023-12-27 10:57:37,Type2,motorcycles
2023-12-27 10:57:41,Type2,motorcycles
2023-12-27 10:57:47,Type2,fire hydrants
2023-12-27 10:57:48,Type2,fire hydrants
2023-12-27 10:57:50,Type2,motorcycles
2023-12-27 10:57:51,Type2,motorcycles
2023-12-27 10:57:55,Type2,tractors
2023-12-27 10:57:56,Type2,tractors
2023-12-27 10:57:56,Type2,motorcycles
2023-12-27 10:58:00,Type2,traffic lights
2023-12-27 10:58:01,Type2,traffic lights
2023-12-27 10:58:02,dynamic,cars
2023-12-27 10:58:02,dynamic,cars
2023-12-27 10:58:03,dynamic,bus
2023-12-27 10:58:24,SOLVED,captcha solved
