2023-12-27 10:45:43,Type2,fire hydrants
2023-12-27 10:45:47,Type2,motorcycles
2023-12-27 10:45:48,Type2,motorcycles
2023-12-27 10:45:54,Type2,motorcycles
2023-12-27 10:45:55,Type2,crosswalks
2023-12-27 10:45:56,Type2,crosswalks
2023-12-27 10:45:56,Type2,bicycles
2023-12-27 10:46:03,Type2,bicycles
2023-12-27 10:46:04,Type2,bicycles
2023-12-27 10:46:06,Type2,buses
2023-12-27 10:46:06,Type2,motorcycles
2023-12-27 10:46:09,Type2,traffic lights
2023-12-27 10:46:10,Type2,traffic lights
2023-12-27 10:46:12,Type2,traffic lights
2023-12-27 10:46:16,SOLVED,captcha solved
