2023-12-27 12:12:39,Type2,motorcycles
2023-12-27 12:12:43,Type2,motorcycles
2023-12-27 12:12:45,Type2,crosswalks
2023-12-27 12:12:45,Type2,bicycles
2023-12-27 12:12:48,Type2,motorcycles
2023-12-27 12:12:49,Type2,motorcycles
2023-12-27 12:12:51,Type2,bicycles
2023-12-27 12:12:53,Type2,crosswalks
2023-12-27 12:12:54,Type2,crosswalks
2023-12-27 12:12:55,Type2,buses
2023-12-27 12:12:56,Type2,buses
2023-12-27 12:12:59,Type2,bicycles
2023-12-27 12:13:00,Type2,bicycles
2023-12-27 12:13:02,Type2,bicycles
2023-12-27 12:13:04,Type2,bicycles
2023-12-27 12:13:08,Type2,bicycles
2023-12-27 12:13:13,Type2,motorcycles
2023-12-27 12:13:14,Type2,motorcycles
2023-12-27 12:13:19,Type2,bicycles
2023-12-27 12:13:23,Type2,traffic lights
2023-12-27 12:13:24,Type2,traffic lights
2023-12-27 12:13:26,Type2,motorcycles
2023-12-27 12:13:26,Type2,bicycles
2023-12-27 12:13:27,Type2,bicycles
2023-12-27 12:13:31,Type2,motorcycles
2023-12-27 12:13:32,Type2,motorcycles
2023-12-27 12:13:37,Type2,motorcycles
2023-12-27 12:13:38,Type2,motorcycles
2023-12-27 12:13:42,Type2,bicycles
2023-12-27 12:13:43,Type2,bicycles
2023-12-27 12:13:44,Type2,motorcycles
2023-12-27 12:13:47,Type2,motorcycles
2023-12-27 12:13:48,Type2,motorcycles
2023-12-27 12:13:50,Type2,stairs
2023-12-27 12:13:50,Type2,bicycles
2023-12-27 12:13:51,Type2,bicycles
2023-12-27 12:13:52,Type2,bicycles
2023-12-27 12:13:52,Type2,traffic lights
2023-12-27 12:13:53,Type2,traffic lights
2023-12-27 12:13:58,Type2,traffic lights
2023-12-27 12:14:00,Type2,fire hydrants
2023-12-27 12:14:01,Type2,bicycles
2023-12-27 12:14:04,Type2,buses
2023-12-27 12:14:05,Type2,buses
2023-12-27 12:14:12,Type2,traffic lights
2023-12-27 12:14:14,Type2,motorcycles
2023-12-27 12:14:15,Type2,motorcycles
2023-12-27 12:14:19,Type2,motorcycles
2023-12-27 12:14:27,Type2,motorcycles
2023-12-27 12:14:28,Type2,motorcycles
2023-12-27 12:14:31,Type2,motorcycles
2023-12-27 12:14:37,Type2,bicycles
2023-12-27 12:14:38,Type2,bicycles
2023-12-27 12:14:42,Type2,bicycles
2023-12-27 12:14:42,Type2,buses
2023-12-27 12:14:49,Type2,buses
2023-12-27 12:14:50,Type2,buses
2023-12-27 12:14:51,dynamic,cars
2023-12-27 12:14:51,dynamic,crosswalks
2023-12-27 12:14:52,dynamic,a fire hydrant
2023-12-27 12:15:13,SOLVED,captcha solved
