2023-12-27 11:50:38,Type2,stairs
2023-12-27 11:50:39,Type2,buses
2023-12-27 11:50:40,Type2,buses
2023-12-27 11:50:41,Type2,traffic lights
2023-12-27 11:50:43,Type2,motorcycles
2023-12-27 11:50:44,Type2,motorcycles
2023-12-27 11:50:47,Type2,traffic lights
2023-12-27 11:50:51,Type2,motorcycles
2023-12-27 11:50:52,Type2,motorcycles
2023-12-27 11:50:57,Type2,motorcycles
2023-12-27 11:51:01,Type2,motorcycles
2023-12-27 11:51:02,Type2,motorcycles
2023-12-27 11:51:05,Type2,traffic lights
2023-12-27 11:51:08,Type2,motorcycles
2023-12-27 11:51:09,Type2,motorcycles
2023-12-27 11:51:10,Type2,motorcycles
2023-12-27 11:51:17,Type2,buses
2023-12-27 11:51:18,Type2,buses
2023-12-27 11:51:22,Type2,stairs
2023-12-27 11:51:23,Type2,motorcycles
2023-12-27 11:51:24,Type2,motorcycles
2023-12-27 11:51:29,Type1,traffic lights
2023-12-27 11:51:29,dynamic,bus
2023-12-27 11:51:29,Type2,stairs
2023-12-27 11:51:30,Type2,traffic lights
2023-12-27 11:51:31,Type2,traffic lights
2023-12-27 11:51:34,Type2,motorcycles
2023-12-27 11:51:41,Type2,crosswalks
2023-12-27 11:51:42,Type2,crosswalks
2023-12-27 11:51:42,Type2,traffic lights
2023-12-27 11:51:49,Type2,stairs
2023-12-27 11:51:50,Type2,stairs
2023-12-27 11:51:50,Type2,bicycles
2023-12-27 11:51:52,Type2,traffic lights
2023-12-27 11:51:53,Type2,traffic lights
2023-12-27 11:51:54,Type2,fire hydrants
2023-12-27 11:51:58,Type2,bicycles
2023-12-27 11:51:59,Type2,bicycles
2023-12-27 11:52:02,Type2,bicycles
2023-12-27 11:52:08,SOLVED,captcha solved
