2023-12-27 11:58:01,dynamic,bicycles
2023-12-27 11:58:18,Type2,bicycles
2023-12-27 11:58:22,Type2,bicycles
2023-12-27 11:58:22,Type2,bicycles
2023-12-27 11:58:26,Type2,motorcycles
2023-12-27 11:58:31,Type2,bicycles
2023-12-27 11:58:32,Type2,bicycles
2023-12-27 11:58:34,Type2,motorcycles
2023-12-27 11:58:36,Type2,motorcycles
2023-12-27 11:58:37,Type2,motorcycles
2023-12-27 11:58:41,dynamic,a fire hydrant
2023-12-27 11:58:49,Type2,bicycles
2023-12-27 11:58:51,Type2,fire hydrants
2023-12-27 11:58:52,Type2,fire hydrants
2023-12-27 11:58:58,Type2,traffic lights
2023-12-27 11:59:00,Type2,buses
2023-12-27 11:59:01,Type2,buses
2023-12-27 11:59:08,dynamic,cars
2023-12-27 11:59:18,dynamic,cars
2023-12-27 11:59:26,dynamic,a fire hydrant
2023-12-27 11:59:26,Type2,bicycles
2023-12-27 11:59:32,Type2,traffic lights
2023-12-27 11:59:33,Type2,traffic lights
2023-12-27 11:59:38,Type2,crosswalks
2023-12-27 11:59:39,Type2,motorcycles
2023-12-27 11:59:39,Type2,motorcycles
2023-12-27 11:59:43,Type2,motorcycles
2023-12-27 11:59:45,Type2,traffic lights
2023-12-27 11:59:46,Type2,traffic lights
2023-12-27 11:59:47,Type2,motorcycles
2023-12-27 11:59:52,Type2,traffic lights
2023-12-27 11:59:53,Type2,traffic lights
2023-12-27 11:59:54,Type2,crosswalks
2023-12-27 11:59:55,Type2,crosswalks
2023-12-27 11:59:56,Type2,traffic lights
2023-12-27 11:59:57,Type2,traffic lights
2023-12-27 12:00:00,Type2,buses
2023-12-27 12:00:01,Type2,buses
2023-12-27 12:00:05,Type2,traffic lights
2023-12-27 12:00:12,Type2,buses
2023-12-27 12:00:13,Type2,buses
2023-12-27 12:00:18,dynamic,crosswalks
2023-12-27 12:00:19,dynamic,bus
2023-12-27 12:00:19,dynamic,bus
2023-12-27 12:00:24,dynamic,a fire hydrant
2023-12-27 12:00:25,Type1,bus
2023-12-27 12:00:26,dynamic,a fire hydrant
2023-12-27 12:00:26,dynamic,cars
2023-12-27 12:00:54,dynamic,crosswalks
2023-12-27 12:00:54,Type2,bicycles
2023-12-27 12:00:55,Type2,motorcycles
2023-12-27 12:00:56,Type2,motorcycles
2023-12-27 12:00:59,Type2,motorcycles
2023-12-27 12:01:02,Type2,motorcycles
2023-12-27 12:01:07,Type2,fire hydrants
2023-12-27 12:01:08,Type2,fire hydrants
2023-12-27 12:01:13,Type2,fire hydrants
2023-12-27 12:01:23,SOLVED,captcha solved
