2024-02-01 00:03:44,Type2,crosswalks
2024-02-01 00:03:47,Type2,crosswalks
2024-02-01 00:03:50,dynamic,bus
2024-02-01 00:04:22,dynamic,cars
2024-02-01 00:04:24,dynamic,bus
2024-02-01 00:04:28,Type2,traffic lights
2024-02-01 00:04:37,Type2,buses
2024-02-01 00:04:53,dynamic,bicycles
2024-02-01 00:05:12,dynamic,crosswalks
2024-02-01 00:05:13,Type2,buses
2024-02-01 00:05:25,Type2,fire hydrants
2024-02-01 00:05:37,Type2,buses
2024-02-01 00:05:46,Type2,crosswalks
2024-02-01 00:05:50,Type1,motorcycles
2024-02-01 00:05:56,Type2,buses
2024-02-01 00:06:18,Type2,traffic lights
2024-02-01 00:06:30,SOLVED,captcha solved
