2023-12-21 18:05:37,Type2,motorcycles
2023-12-21 18:05:42,Type2,buses
2023-12-21 18:05:43,Type2,buses
2023-12-21 18:05:48,dynamic,bus
2023-12-21 18:05:49,dynamic,cars
2023-12-21 18:05:49,Type2,motorcycles
2023-12-21 18:05:53,Type2,bicycles
2023-12-21 18:05:54,Type2,bicycles
2023-12-21 18:05:55,Type2,motorcycles
2023-12-21 18:05:58,Type2,motorcycles
2023-12-21 18:06:01,dynamic,bicycles
2023-12-21 18:06:02,Type1,bridges
2023-12-21 18:06:03,Type2,bicycles
2023-12-21 18:06:08,Type2,buses
2023-12-21 18:06:08,Type2,buses
2023-12-21 18:06:15,Type2,traffic lights
2023-12-21 18:06:18,Type2,motorcycles
2023-12-21 18:06:19,Type2,motorcycles
2023-12-21 18:06:22,Type1,cars
2023-12-21 18:06:23,dynamic,bicycles
2023-12-21 18:06:31,dynamic,bicycles
2023-12-21 18:06:50,Type1,traffic lights
2023-12-21 18:06:50,Type1,bridges
2023-12-21 18:06:51,Type1,bridges
2023-12-21 18:06:54,SOLVED,captcha solved
