2023-12-21 21:50:40,Type2,stairs
2023-12-21 21:50:40,Type2,motorcycles
2023-12-21 21:50:41,Type2,motorcycles
2023-12-21 21:50:48,Type2,bicycles
2023-12-21 21:50:51,Type2,crosswalks
2023-12-21 21:50:52,Type2,crosswalks
2023-12-21 21:50:52,Type2,traffic lights
2023-12-21 21:50:53,Type2,traffic lights
2023-12-21 21:50:58,Type2,motorcycles
2023-12-21 21:50:59,Type2,motorcycles
2023-12-21 21:51:01,Type2,buses
2023-12-21 21:51:02,Type2,buses
2023-12-21 21:51:07,Type2,motorcycles
2023-12-21 21:51:09,Type2,bicycles
2023-12-21 21:51:10,Type2,bicycles
2023-12-21 21:51:11,Type2,crosswalks
2023-12-21 21:51:11,Type2,motorcycles
2023-12-21 21:51:12,Type2,motorcycles
2023-12-21 21:51:12,Type2,motorcycles
2023-12-21 21:51:15,Type2,traffic lights
2023-12-21 21:51:16,Type2,traffic lights
2023-12-21 21:51:18,dynamic,crosswalks
2023-12-21 21:51:18,Type1,motorcycles
2023-12-21 21:51:20,Type2,traffic lights
2023-12-21 21:51:22,Type2,bicycles
2023-12-21 21:51:23,Type2,bicycles
2023-12-21 21:51:24,dynamic,bus
2023-12-21 21:51:24,dynamic,crosswalks
2023-12-21 21:51:40,SOLVED,captcha solved
